Soil;G;qt ;fs;u;gamma;mq;Rf
Clay;"2,27";"5364,437524";"26,62062607";"3543,710343";"19,22582338";"42,23594026";"0,496242634"
Clay;"2,27";"5431,053053";"29,95605145";"3528,534457";"19,31400329";"42,42875177";"0,551569855"
Clay;"2,27";"5555,477794";"23,72755308";"3633,888998";"19,44941071";"42,40559031";"0,427101934"
Clay;"2,27";"5609,460439";"34,55879436";"3668,922317";"19,46469428";"42,49558458";"0,616080543"
Clay;"2,27";"5916,417335";"30,91661243";"3849,590665";"19,68386308";"43,82366074";"0,522556315"
Clay;"2,27";"5806,736568";"30,47426003";"3834,41478";"19,44941071";"42,69723182";"0,524808723"
Clay;"2,27";"6001,84943";"28,51757322";"3809,338583";"19,37371226";"42,55975068";"0,475146429"
Clay;"2,27";"6036,83818";"29,40227801";"3869,391644";"19,16793929";"42,51111576";"0,487047642"
Clay;"2,27";"6541,115775";"33,89359988";"4265,84652";"18,60047894";"43,89550586";"0,51816236"
Clay;"2,27";"6443,603296";"33,13643267";"4250,246331";"19,02629237";"42,96707857";"0,514253146"
Clay;"2,27";"6755,504622";"36,0962963";"4329,949066";"19,68386308";"43,03008784";"0,534324204"
Clay;"2,27";"6771,594117";"37,42962963";"4414,881154";"19,48002634";"42,8614146";"0,55274473"
Clay;"2,27";"7118,572518";"43,04074074";"4534,91511";"19,18234356";"43,14508348";"0,604626007"
Clay;"2,27";"7386,128089";"46,87407407";"4920,016978";"19,28442724";"44,49429245";"0,634623087"
Clay;"2,27";"7377,217585";"40,35555556";"4754,949066";"19,46469428";"42,89207006";"0,547029488"
Clay;"2,27";"7412,242266";"45,02222222";"4814,881154";"18,70320449";"42,84827456";"0,607403544"
Clay;"2,27";"106,612";"3,646862";"38,6";"12,18356769";"62,74985285";"3,420686227"
Clay;"2,27";"61,412";"2,546862";"38,6";"12,20431256";"22,71994081";"4,147173191"
Clay;"2,27";"109,846";"4,036521";"46,3";"12,22516721";"29,72828146";"3,674709138"
Clay;"2,27";"124,42";"3,43927";81;"12,24666734";"26,47234043";"2,764242083"
Clay;"2,27";"149,73";"3,517155";"96,5";"12,26846422";"26,26381337";"2,348998197"
Clay;"2,27";"167,498";"3,896473";"111,9";"12,29054114";"25,0109004";"2,326280314"
Clay;"2,27";"181,508";"4,174358";"127,4";"12,31328978";"23,55717067";"2,299820394"
Clay;"2,27";"208,414";"3,697789";"146,7";"12,33648101";"23,91714482";"1,77425173"
Clay;"2,27";"233,682";"4,177107";"162,1";"12,35979707";"24,0661174";"1,787517652"
Clay;"2,27";"242,92";"4,22122";166;"12,38373829";"22,67313795";"1,737699654"
Clay;"2,27";"280,094";"4,323969";"200,7";"12,40788634";"23,92330031";"1,543756382"
Clay;"2,27";"314,5";"5,4474";220;"12,43256499";"24,75403384";"1,732082671"
Clay;"2,27";"320,502";"4,816377";"243,1";"12,45791893";"23,37724289";"1,502760357"
Clay;"2,27";"373,708";"6,439808";"262,4";"12,48358421";"25,40848518";"1,723219198"
Clay;"2,27";"383,452";"7,207352";"285,6";"12,50961762";"24,42213872";"1,879596925"
Clay;"2,27";"400,148";"6,052898";"289,4";"12,53648502";"23,95235245";"1,512664814"
Clay;"2,27";"426,024";"6,141124";"297,2";"12,56408338";"24,0447003";"1,441497193"
Clay;"2,27";"491,66";"7,89976";328;"12,59145722";"26,28916693";"1,606752634"
Clay;"2,27";"475,57";"6,377645";"343,5";"12,60262714";"24,90156037";"1,341052842"
Clay;"2,27";"97,318128";"2,544230736";"70,6608";"13,77";"28,96414894";"2,614344098"
Clay;"2,27";"139,115136";"3,570484032";"90,4896";"14,24";"33,76511031";"2,566567618"
Clay;"2,27";"151,905984";"4,580707008";"108,4224";"14,24";"31,12881978";"3,01548819"
Clay;"2,27";"220,648272";"5,783351664";"140,0592";"14,24";"37,14644058";"2,62107272"
Clay;"2,27";"224,859792";"6,917753904";"150,3312";"14,4";"34,27798065";"3,076474385"
Clay;"2,27";"287,571072";"7,450097664";"183,8592";"14,56";"37,05748742";"2,590697879"
Clay;"2,27";"326,655984";"8,416107408";"204,5424";"14,72";"38,2497603";"2,576443666"
Clay;"2,27";"358,175664";"9,541559568";"246,5904";"15,19";"34,57310328";"2,66393296"
Clay;"2,27";"408,956256";"10,68089347";"270,9216";"15,66";"35,81054941";"2,611744732"
Clay;"2,27";"421,234416";"10,69251739";"294,8976";"15,19";"33,8609888";"2,538376967"
Clay;"2,27";"522,635136";"13,72161523";"357,8496";"15,41";"33,63143313";"2,625467422"
Clay;"2,27";"621,129936";"14,25830443";"432,6096";"16,23";"33,3938637";"2,295542946"
Clay;"2,27";"776,16504";"16,90193448";"539,544";"16,5";"35,8670652";"2,177621203"
Clay;"2,27";"831,828384";"16,90232861";"618,9024";"16,65";"33,70458695";"2,031949009"
Clay;"2,27";"977,273088";"20,46226426";"721,5168";"16,97";"35,22972039";"2,093812314"
Clay;"2,27";"1104,526656";"22,61593747";"824,1216";"17,05";"35,9547579";"2,047568282"
Clay;"2,27";"1239,5928";"22,6921512";"933,36";"17,32";"35,66133537";"1,830613343"
Clay;"2,27";"1364,613456";"24,78901867";"1016,4816";"17,32";"36,12004864";"1,816559742"
Clay;"2,27";"1496,0532";"29,7895644";"1105,32";"17,23";"36,7038341";"1,991210232"
Clay;"2,27";"161,572";"5,330672";"81,6";"14,69970305";"107,7146667";"3,299254821"
Clay;"2,27";"169,652";"4,801702";"90,6";"14,8082852";"56,55066667";"2,830324429"
Clay;"2,27";"236,158";"6,195233";"139,9";"15,0495739";"47,2316";"2,623342423"
Clay;"2,27";"328,65";"7,241475";"192,5";"14,97829408";"46,95";"2,203400274"
Clay;"2,27";"406,298";"8,590273";"251,9";"15,0003602";"45,14422222";"2,114278928"
Clay;"2,27";"505,286";"11,253711";"303,3";"15,23182505";"45,93509091";"2,227196281"
Clay;"2,27";"612,98";"12,54058";374;"15,52754321";"47,15230769";"2,045838363"
Clay;"2,27";"683,828";"14,175978";"413,4";"15,01814896";"47,16055172";"2,073032692"
Clay;"2,27";"771,22";"14,83562";486;"15,01814896";"45,36588235";"1,923656026"
Clay;"2,27";"893,58";"17,06118";554;"15,01814896";"45,82461538";"1,909306386"
Clay;"2,27";"995,88";"18,05808";624;"15,01814896";"45,26727273";"1,813278708"
Clay;"2,27";"1071,962";"19,239837";"681,1";"15,01814896";"44,66508333";"1,794824537"
Clay;"2,27";"1234,03";"24,016055";"766,5";"15,01814896";"47,46269231";"1,946148392"
Clay;"2,27";"1066,558";"12,468883";"734,9";"15,01814896";"38,92547445";"1,169076881"
Clay;"2,27";"1190,83";"15,801105";"781,5";"15,01814896";"42,52964286";"1,326898466"
Clay;"2,27";"1295,452";"13,882552";"845,6";"15,01814896";"44,67075862";"1,071637699"
Clay;"2,27";"1357,858";"21,391033";"879,9";"15,01814896";"43,80187097";"1,575351252"
Clay;"2,27";"1464,264";"23,541264";"939,2";"15,01814896";"44,37163636";"1,607719919"
Clay;"2,27";"1730,974";"34,459349";"1014,7";"15,01814896";"50,17315942";"1,990749081"
Clay;"2,27";"1645,594";"33,803269";"990,7";"15,01814896";"45,71094444";"2,054168221"
Clay;"2,27";"1683,606";"32,250131";"1029,3";"15,01814896";"44,30542105";"1,915539087"
Clay;"2,27";"1876,866";"33,415891";"1157,3";"15,01814896";"46,92165";"1,78040899"
Clay;"2,27";"67,604";"1,981254";"36,2";"11,93624684";"33,802";"2,9306757"
Clay;"2,27";"95,386";"1,149611";"73,3";"12,44912597";"23,8465";"1,205219844"
Clay;"2,27";"229,366";"4,475791";"127,3";"13,8346828";"38,22766667";"1,951375095"
Clay;"2,27";"350,948";"5,970948";"204,4";"14,0275615";"43,8685";"1,701376842"
Clay;"2,27";"717,554";"11,959829";"358,7";"14,49246507";"71,7554";"1,66674968"
Clay;"2,27";"881,898";"16,66";333;"14,46734016";"80,17254545";"1,889107357"
Clay;"2,27";"795,466";"13,335041";"402,3";"15,11820424";"69,17095652";"1,676381014"
Clay;"2,27";"713,92";"12,19852";356;"15,23182505";"57,1136";"1,708667638"
Clay;"2,27";"805,61";"14,704135";"390,5";"15,14616148";"59,67481481";"1,825217537"
Clay;"2,27";"650,808";"11,920208";"382,4";"14,7796748";"46,48628571";"1,831601332"
Clay;"2,27";"591,826";"8,993601";"370,3";"14,6146494";"39,45506667";"1,519636008"
Clay;"2,27";"657,556";"10,328806";"381,8";"15,78600674";"41,09725";"1,570787279"
Clay;"2,27";"856,916";"12,782716";"454,8";"14,93904338";"47,60644444";"1,491711673"
Clay;"2,27";"797,624";"10,518424";"487,2";"15,05862209";"39,8812";"1,318719597"
Clay;"2,27";"905,302";"11,3";"563,1";"14,49246507";"41,15009091";"1,248202257"
Clay;"2,27";"1027,68";"13,85808";624;"14,13570184";"42,82";"1,348482018"
Clay;"2,27";"1065,668";"11,4";"655,4";"14,64908461";"40,98723077";"1,069751555"
Clay;"2,27";"1169,362";"13,251687";"736,1";"14,28220424";"41,76292857";"1,133240776"
Clay;"2,27";"1216,39";"13,5";"794,5";"14,68010986";"40,54633333";"1,109841416"
Clay;"2,27";"1307,816";"17,180616";"824,8";"14,35923195";"40,86925";"1,313687552"
Clay;"2,27";"1357,056";"12,8";"871,8";"14,84138802";"39,91341176";"0,943218261"
Clay;"2,27";"1494,918";11;"927,9";"15,14616148";"41,5255";"0,735826313"
Clay;"2,27";1411;"11,80703";866;"15,4742815";"37,13157895";"0,83678455"
Clay;"2,27";"1579,664";"16,717564";899;"14,32206499";"39,4916";"1,058298727"
Clay;"2,27";"133,7";"6,552";"62,4";"13,38016628";"66,85";"4,90052356"
Clay;"2,27";"332,7";"10,08";156;"14,05408769";"47,52857143";"3,029756537"
Clay;"2,27";"279,415";"8,098";"243,1";"15,50611899";"27,1276699";"2,898198021"
Clay;"2,27";"372,395";"6,803063";"335,1";"15,38597461";"30,03185484";"1,826840586"
Clay;"2,27";"472,45";"7,869402";"359,4";"15,50078796";"29,528125";"1,665658165"
Clay;"2,27";"599,585";"9,21";"446,5";"15,34536257";"33,87485876";"1,536062443"
Clay;"2,27";"648,64";"11,654";"487,8";"15,09053789";"30,09930394";"1,796682289"
Clay;"2,27";"960,725";"10,061541";"707,7";"16,67646183";"36,95096154";"1,047286268"
Clay;"2,27";"1008,765";"12,47";"704,5";"16,10126844";"36,28651079";"1,236165014"
Clay;"2,27";"1036,685";"18,314";"791,3";"15,21735766";"34,32731788";"1,766592552"
Clay;"2,27";"1271,864";"21,220854";806;"15,11357311";"40,12189274";"1,668484524"
Clay;"2,27";"1159,565";"13,946";"895,7";"15,90580372";"35,35259146";"1,202692389"
Clay;"2,27";"1129,175";"10,076397";"905,9";"16,10778233";"31,80774648";"0,892368056"
Clay;"2,27";"1233,475";"10,710531";"1020,7";"16,7154282";"33,33716216";"0,868321693"
Clay;"2,27";"1444,265";"16,927239";"1121,3";"16,23415634";"35,83784119";"1,172031379"
Clay;"2,27";"1615,85";"16,136";"1238,2";"16,18701268";"38,47261905";"0,998607544"
Clay;"2,27";"1696,125";"20,621891";"1297,7";"16,00514985";"37,27747253";"1,215823775"
Clay;"2,27";"1907,095";"19,390971";"1422,7";"15,89970011";"37,83918651";"1,016780548"
Clay;"2,27";"1965,035";"19,458";"1459,1";"15,89970011";"37,64434866";"0,99021137"
Clay;"2,27";"2122,15";"16,872";"1591,4";"15,94887347";"37,23070175";"0,795042763"
Clay;"2,27";"2373,94";"16,728";"1691,6";"15,82144932";"39,36882255";"0,704651339"
Clay;"2,27";"2537,375";"17,598835";"1819,5";"16,81883844";"40,92540323";"0,693584314"
Clay;"2,27";"2870,65";"19,252";"2007,4";"16,70759964";"43,49469697";"0,670649504"
Clay;"2,27";"3010,815";"19,267935";"2147,5";"17,29287551";"44,40730088";"0,639957453"
Clay;"2,27";"3089,09";"19,101502";"2277,4";"16,59226262";"43,63121469";"0,61835369"
Clay;"2,27";"3355,575";"22,902";"2349,9";"16,74692071";"46,60520833";"0,682505979"
Clay;"2,27";"133,518";"3,813166";"89,8";"14,14";"71,02021277";"2,855919052"
Clay;"2,27";"139,786";"4,587682";"84,6";"14,81";"50,28273381";"3,281932382"
Clay;"2,27";221;"6,932491";"137,3";"14,11";"59,40860215";"3,136873756"
Clay;"2,27";"212,873";"5,261151";"135,3";"14,2";"45,87780172";"2,47149756"
Clay;"2,27";"300,655";"5,485085";"175,5";"14,28";"54,07464029";"1,82437844"
Clay;"2,27";302;"5,759794";"198,2";"14,49";"46,74922601";"1,907216556"
Clay;"2,27";"272,655";"3,398485";"195,5";"14,49";"36,94512195";"1,246441474"
Clay;"2,27";"316,46";"4,20472";216;"14,52";"38,21980676";"1,32867345"
Clay;"2,27";"365,306";"7,666222";"246,6";"14,55";"39,70717391";"2,098575441"
Clay;"2,27";"502,647";"14,904989";"306,7";"14,73";"45,61225045";"2,965299504"
Clay;"2,27";"548,497";"11,646739";"331,7";"14,46";"45,93777219";"2,123391559"
Clay;"2,27";702;"17,082447";"364,1";"15,49";"50,94339623";"2,433397009"
Clay;"2,27";"788,603";"24,298561";"258,3";"15,76";"53,71955041";"3,081215897"
Clay;"2,27";"907,679";"26,670673";"371,9";"15,84";"52,04581422";"2,938337562"
Clay;"2,27";"96,13626781";"2,837998386";"67,79661017";"13,3";"49,95702832";"2,952058001"
Clay;"2,27";"79,011";"3,025057";"47,1";"14,01587798";"39,5055";"3,828652972"
Clay;"2,27";"152,6621132";"3,622076944";"101,6949153";"13,9";"51,04099331";"2,372610249"
Clay;"2,27";"176,6961801";"4,437396646";"118,6440678";"13,2";"45,24647849";"2,511314417"
Clay;"2,27";"160,927";"4,386249";"84,7";"13,95841584";"40,23175";"2,725614098"
Clay;"2,27";"209,1879585";"4,829435925";"135,5932203";14;"42,60701868";"2,308658662"
Clay;"2,27";"240,3406695";"5,401874271";"169,4915254";"13,4";"40,56034918";"2,24759059"
Clay;"2,27";"225,312";"5,591244";"133,2";"14,29541284";"37,552";"2,481556242"
Clay;"2,27";"305,3242263";"6,609233253";"203,3898305";"15,6";"43,95081471";"2,164660608"
Clay;"2,27";"371,6468505";"10,38751592";"220,3389831";"14,5";"46,70625667";"2,794996353"
Clay;"2,27";"297,728";7;"190,8";"14,23013699";"37,216";"2,351139295"
Clay;"2,27";"377,4264272";"7,362070666";"254,2372881";"14,3";"42,03643174";"1,950597557"
Clay;"2,27";"409,9182056";"8,38903058";"271,1864407";"14,6";"41,038139";"2,046513296"
Clay;"2,27";"358,809";"9,2";"234,9";"14,65294118";"35,8809";"2,564038249"
Clay;"2,27";"441,0709166";"9,38474935";"305,0847458";"15,4";"40,70717001";"2,127718922"
Clay;"2,27";"433,808";"14,4";"258,8";"15,73939394";"36,15066667";"3,319440859"
Clay;"2,27";"621,3609917";"25,95516815";"271,1864407";"15,7";"47,99702167";"4,177147986"
Clay;"2,27";"656,954212";"16,91007354";"355,9322034";"16,3";"47,05427905";"2,574010978"
Clay;"2,27";524;"13,928227";"298,1";"14,89612354";"37,37517832";"2,658058588"
Clay;"2,27";"586,3291991";"13,74187892";"369,0140845";"15,58";"38,9275137";"2,343713896"
Clay;"2,27";"590,839";"15,227993";"367,9";"15,07225302";"36,9274375";"2,577350683"
Clay;"2,27";"753,0681802";"21,53066961";"504,2253521";"15,59";"44,06990804";"2,8590598"
Clay;"2,27";"691,101";"20,180587";"406,1";"14,98269231";"38,3945";"2,920063348"
Clay;"2,27";"727,6950459";"15,18738603";"504,2253521";"15,11";"40,1830982";"2,087053652"
Clay;"2,27";"739,667";20;"448,7";"15,57087794";"36,98335";"2,703919466"
Clay;"2,27";"806,8356808";"12,73849779";"571,8309859";"14,93";"40,05919939";"1,578821822"
Clay;"2,27";"851,8424778";"18,08607624";"538,028169";"15,52";"38,72408596";"2,123171444"
Clay;"2,27";"813,536";21;"509,6";"14,85391467";"36,97890909";"2,581323998"
Clay;"2,27";"885,529";"23,3";"536,9";"15,57087794";"36,89704167";"2,63119559"
Clay;"2,27";"940,7999439";"17,1480419";"588,7323944";"15,5";"39,16132254";"1,822708644"
Clay;"2,27";"983,4";"24,4154";620;"15,2125523";"37,82307692";"2,482753712"
Clay;"2,27";"1058,151776";"19,04718898";"707,0422535";"16,07";"40,61175975";"1,80004319"
Clay;"2,27";"1075,055";"25,6";"655,5";"15,73939394";"38,39482143";"2,381273516"
Clay;"2,27";"1383,925163";"21,49223923";"757,7464789";"15,78";"49,25317109";"1,552991434"
Clay;"2,27";"1377,129563";"23,4528951";"842,2535211";"15,72";"46,22605771";"1,703027495"
Clay;"2,27";"1112,765";"24,175855";"706,5";"15,73939394";"37,09216667";"2,172593045"
Clay;"2,27";"1189,017";"26,012879";"773,7";"15,6259773";"37,15678125";"2,187763421"
Clay;"2,27";"1249,066";"28,4";"802,6";"15,57087794";"36,73723529";"2,273698908"
Clay;"2,27";"1343,819";"29,3";"815,9";"15,68213896";"37,32830556";"2,180353158"
Clay;"2,27";"79,808";"3,326016";"44,8";"12,96";"39,65465747";"4,167522053"
Clay;"2,27";"115,904";"3,407168";"70,4";"14,75";"38,09397637";"2,939646604"
Clay;"2,27";"157,12";"3,10432";96;"14,78";"38,77345586";"1,975763747"
Clay;"2,27";"193,152";"4,813184";"115,2";"14,8";"38,15775651";"2,491915176"
Clay;"2,27";"242,24";"5,4512";160;"14,85";"39,76402982";"2,250330251"
Clay;"2,27";"288,64";"7,16864";192;"14,81596804";"40,64428219";"2,483592018"
Clay;"2,27";"319,552";"8,493504";"211,2";"14,74330533";"39,89590199";"2,657941118"
Clay;"2,27";"347,904";"9,050368";"230,4";"14,66142423";"38,51531884";"2,601398087"
Clay;"2,27";"391,616";"9,607232";"249,6";"14,58062764";"38,99567555";"2,453227652"
Clay;"2,27";"558,592";"14,989824";"307,2";"14,41632316";"46,18072172";"2,683501375"
Clay;"2,27";"523,2";"11,14784";352;"14,55382396";"37,33545305";"2,130703364"
Clay;"2,27";"600,64";"11,83072";416;"14,77648819";"37,43146092";"1,969685669"
Clay;"2,27";"659,968";"14,452736";"460,8";"15,93798625";"36,51775642";"2,189914663"
Clay;"2,27";"706,496";"14,834752";"505,6";"16,77430934";"35,30616001";"2,099764471"
Clay;"2,27";"806,528";"13,087616";"524,8";"16,81240567";"36,59933017";"1,622710681"
Clay;"2,27";"863,36";"15,04192";576;"16,85088423";"35,84913862";"1,742253521"
Clay;"2,27";"925,952";"14,095104";"691,2";"16,88706938";"35,60309298";"1,522228366"
Clay;"2,27";"1018,88";"15,55456";768;"16,76521806";"36,33597147";"1,526633166"
Clay;"2,27";"1180,8";"22,82944";832;"16,54170259";"39,27273441";"1,933387534"
Clay;"2,27";"1250,624";"24,572608";"902,4";"16,32865274";"39,08453962";"1,964827798"
Clay;"2,27";"1387,2";"26,61664";992;"16,10364219";"40,75492767";"1,918731257"
Clay;"2,27";"1377,216";"25,929792";"1017,6";"16,23512151";"38,26028652";"1,882768716"
Clay;"2,27";"1523,2";"29,16608";1024;"16,43411494";"39,83374194";"1,914789916"
Clay;"2,27";"1536,832";"28,165824";"1107,2";"16,50625757";"39,35337646";"1,832719777"
Clay;"2,27";"1557,76";"27,90784";1152;"16,59643586";"38,87737142";"1,791536565"
Clay;"2,27";"1053,550072";"19,36374269";"585,0774816";"19,50689806";"58,47040483";"1,837951817"
Clay;"2,27";"1041,275846";"17,38304094";"630,4834991";"19,51628319";"51,77590418";"1,669398269"
Clay;"2,27";"1343,696958";"20,51441778";"817,0094514";"19,99779119";"53,38648788";"1,526714611"
Clay;"2,27";"1626,213026";"26,10698403";"963,9617963";"20,20745414";"53,94110088";"1,605385249"
Clay;"2,27";"1871,890282";"28,4700276";"1122,644281";"20,04736326";"53,01191657";"1,520923949"
Clay;"2,27";"2100,659704";"29,10770974";"1312,185369";"20,44957942";"52,43371078";"1,385646123"
Clay;"2,27";"94,57709069";"2,021929825";"72,55397678";"14,92534029";"39,52019216";"2,137864265"
Clay;"2,27";"119,2193651";"1,830701754";"90,42132";"15,55765936";"35,49263475";"1,535574152"
Clay;"2,27";"184,4426794";"2,838011696";"126,7297821";"15,94783216";"44,29599098";"1,538695764"
Clay;"2,27";"227,1213398";"3,246783626";"152,7426693";"15,86311893";"44,18293395";"1,429537017"
Clay;"2,27";"261,7700956";"4,255847953";"178,635938";"15,90777545";"42,86885114";"1,62579608"
Clay;"2,27";"375,5048581";"5,074269006";"248,0311285";"16,20558608";"45,8588963";"1,351319136"
Clay;"2,27";"458,7974391";"6,491812865";"291,7979434";"17,00719864";"45,33581673";"1,414962751"
Clay;"2,27";"552,1794897";"7,70994152";"375,946029";"17,12438974";"45,7361109";"1,39627452"
Clay;"2,27";"658,9231592";"9,128947368";"433,4002392";"17,24995095";"46,51490704";"1,385434286"
Clay;"2,27";"761,2331137";"10,74619883";"521,2365485";"17,36521034";"47,32024207";"1,411683049"
Clay;"2,27";"1641,2";"20,368";"901,6";"17,77258653";"328,24";"1,241043139"
Clay;"2,27";"1658,575";"22,654";"982,3";"17,58939255";"165,8575";"1,365871305"
Clay;"2,27";"1987,3";"25,028";"1193,6";"17,22901773";"132,4866667";"1,259397172"
Clay;"2,27";"2614,05";"31,664";"1571,8";"17,59934885";"104,562";"1,211300472"
Clay;"2,27";"2754,5";"34,684";"1700,8";"17,16623921";"94,98275862";"1,259175894"
Clay;"2,27";"2974,825";32;"1865,7";"18,27062521";"82,63402778";"1,075693528"
Clay;"2,27";3066;"30,3";"1955,7";"18,36575288";"76,65";"0,988258317"
Clay;"2,27";"3332,575";"28,766";"2236,7";"18,30604945";"74,05722222";"0,863176373"
Clay;"2,27";"3822,175";29;2527;"18,01959588";"75,68663366";"0,758730304"
Clay;"2,27";"4236,15";38;2624;"18,45075968";"73,03706897";"0,897040945"
Clay;"2,27";4298;42;2676;"17,44304115";"70,45901639";"0,977198697"
Clay;"2,27";"4310,55";"44,392";"2775,4";"17,33916449";"67,35234375";"1,029845379"
Clay;"2,27";4625;"30,2";2949;"17,33916449";"69,02985075";"0,652972973"
Clay;"2,27";5142;"23,3";"3114,1";"18,13183048";"71,41666667";"0,453131077"
Clay;"2,27";5204;31;3315;"18,13183048";"68,47368421";"0,595695619"
Clay;"2,27";5223;"30,3";"3351,3";"17,80395991";"65,2875";"0,580126364"
Clay;"2,27";5194;33;"3467,5";"17,71057189";"61,10588235";"0,635348479"
Clay;"2,27";5330;34;3509;"18,08657084";"60,91428571";"0,637898687"
Clay;"2,27";5383;35;3583;"18,14322274";"59,48066298";"0,650195059"
Clay;"2,27";"5448,675";"37,634";"3608,3";"17,60933063";"58,58790323";"0,690700033"
Clay;"2,78";"2347,512934";"62,02114383";"315,0909261";"18,4";"426,8205335";"2,6419937"
Clay;"2,78";"2153,688031";"55,06931357";"364,1001443";"17,6";"353,0636117";"2,556977276"
Clay;"2,78";"2257,383167";"72,92771426";"371,5479496";"18,2";"322,4833096";"3,230630729"
Clay;"2,78";"2182,951655";"46,35292435";"407,9003322";"17,9";"287,230481";"2,123405905"
Clay;"2,78";"2590,293434";"70,73309948";"431,9837857";"18,3";"327,8852448";"2,730698328"
Clay;"2,78";"3000,292455";"96,05984078";"434,4331383";"17,9";"352,975583";"3,201682576"
Clay;"2,78";"2789,541159";"44,67260313";"334,5638335";"19,2";"260,7047812";"1,601431941"
Clay;"2,78";"2455,330591";"51,60448235";"388,2833452";"19,1";"217,285893";"2,101732555"
Clay;"2,78";"2701,966633";"70,462652";"435,64119";"19,6";"232,928158";"2,607828355"
Clay;"2,78";"3268,494505";"79,47609009";"506,8164952";"18,4";"267,9093856";"2,431580961"
Clay;"2,78";"3091,615654";"60,80634696";"572,8271022";"18,5";"241,5324729";"1,966814565"
Clay;"2,78";"2709,382098";"44,43762417";"859,2351117";20;"193,8041558";"1,640138695"
Clay;"2,78";"2898,519092";"70,03259617";"987,4880909";"17,7";"198,2571198";"2,416150936"
Clay;"2,78";"2914,602958";"81,91011739";"1018,066208";"20,7";"191,7501946";"2,810335355"
Clay;"2,78";"4249,500616";"109,5445294";"1059,051303";20;"269,9809794";"2,577821238"
Clay;"2,78";"4835,883095";"118,5003311";"1327,338536";"19,4";"298,5113022";"2,450438292"
Clay;"2,78";"3024,130609";"101,4510561";"207,0977504";"17,3";"165,2530387";"3,354718073"
Clay;"2,78";"5755,598471";"110,5930676";"227,0028965";"17,6";"258,0985861";"1,921486847"
Clay;"2,78";"1939,7435";"65,56577922";"-88,50918522";"19,7";"80,82264584";"3,380126249"
Clay;"2,78";"3026,178065";"66,16431052";"20,69204217";"19,3";"108,0006447";"2,186398457"
Clay;"2,78";"3053,559979";"54,69024374";"655,7282674";"17,9";"101,717521";"1,791032241"
Clay;"2,78";"4318,335392";"68,96854052";"1075,010885";"19,3";"128,5218867";"1,597109401"
Clay;"2,78";"1959,183673";"100,4016064";"60,64090201";"19,62";"1254,177227";"5,124665328"
Clay;"2,78";"2416,326531";"152,6104418";"80,48364365";"19,62";"854,9069545";"6,315803756"
Clay;"2,78";"2873,469388";"152,6104418";"161,8327028";"20,1105";"712,5807638";"5,311016794"
Clay;"2,78";"3395,918367";"168,6746988";"243,181762";"20,601";"645,8664325";"4,966983318"
Clay;"2,78";"3134,693878";"188,7550201";"181,1191059";"20,601";"487,976477";"6,02148176"
Clay;"2,78";"3069,387755";"184,7389558";"180,4700443";"20,601";"400,1306422";"6,018755875"
Clay;"2,78";"4048,979592";"192,7710843";"343,8172242";"21,0915";"459,2911505";"4,760979401"
Clay;"2,78";"4375,510204";"236,9477912";"302,2154637";"21,0915";"435,795887";"5,415317988"
Clay;"2,78";"3983,673469";"208,8353414";"342,6427317";"21,0915";"355,4213351";"5,242280598"
Clay;"2,78";"3983,673469";"216,8674699";"157,5056252";"21,0915";"318,3073456";"5,443906775"
Clay;"2,78";"4571,428571";"244,9799197";"689,7670796";"21,0915";"334,6674685";"5,358935743"
Clay;"2,78";"5159,183673";"257,0281124";"791,5461266";"21,0915";"347,0685579";"4,981953129"
Clay;"2,78";"5485,714286";"257,0281124";"770,4052617";"21,0915";"340,0604548";"4,6854083"
Clay;"2,78";"5159,183673";"285,1405622";"749,3262122";"21,0915";"298,2655968";"5,526854252"
Clay;"2,78";"5746,938776";"325,3012048";"605,2345276";"21,0915";"310,9570987";"5,660425794"
Clay;"2,78";"4832,653061";"313,253012";"625,1390846";"21,0915";"245,1899529";"6,482009118"
Clay;"2,78";"5420,408163";"240,9638554";"706,4881438";"21,02269683";"259,617772";"4,445492815"
Clay;"2,78";"5812,244898";"293,1726908";"849,3744282";"20,94279638";"263,6866702";"5,044052615"
Clay;"2,78";"6008,163265";"301,2048193";"930,6925797";"20,84957919";"257,9881019";"5,01325956"
Clay;"2,78";"6726,530612";"277,1084337";"930,1053334";"20,76523982";"275,737624";"4,119633875"
Clay;"2,78";"7183,673469";"313,253012";"1072,929802";"20,67646154";"279,9602635";"4,360624315"
Clay;"2,78";"7444,897959";"341,3654618";"949,2681057";"20,57436652";"275,8855382";"4,585226872"
Clay;"2,78";"6922,44898";"365,4618474";"108,5478328";"20,49446606";"246,4274054";"5,279372206"
Clay;"2,78";"7967,346939";"301,2048193";"128,328759";"20,39237104";"271,186547";"3,780490816"
Clay;"2,78";"9142,857143";"236,9477912";"127,8342358";"20,32134842";"299,6981905";"2,591616466"
Clay;"2,78";"8620,408163";"232,9317269";"168,1687808";"20,22813122";"271,8142402";"2,702096264"
Clay;"2,78";"6791,836735";"313,253012";"1622,46866";"20,13935294";"206,0613727";"4,612198795"
Clay;"2,78";"8359,183673";"341,3654618";"1949,68845";"20,04613575";"245,2570678";"4,083717683"
Clay;"2,78";"9338,77551";"373,4939759";"2502,441708";"19,97067421";"264,347195";"3,999389165"
Clay;"2,78";"8097,959184";"285,1405622";"1784,548624";"19,8730181";"221,0142188";"3,521141016"
